timestamp,bird_pct,bird_pct_prob,boss_pct,boss_pct_prob,cat_pct,cat_pct_prob,dog_pct,dog_pct_prob
204.99,,1,17,0.7333441376686096,,1,,1
210.00,,1,,1,,1,,1
215.01,,1,,1,,1,,1
220.05,400,0.6836304579832261,,1,400,0.35114260096910854,100,0.9594511288770057
225.05,100,0.9941717269663637,,1,100,0.9944127754706481,00,0.9999273396063612
230.08,0,0.9888381654442959,96.0,0.9581354260444641,100,0.5690779089927673,89.9,0.6334257874185276
235.06,100,0.9999641419926035,95.7,0.9775843620300293,100,0.9876854833468163,859,0.9777572880234692
240.08,99.8,0.5334503650665283,91.7,0.9924841429440163,100,0.9732921464520685,82.8,0.6719511151313782
245.09,965,0.9996942833220762,893,0.9999764617108438,100,0.6963208317756653,828,0.999667580163784
